iso3,var_short,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs,var_long,residence
TGO,s_shared_u,0.27922345861128783,-0.08116481208306814,2.424542820274283,0.7747850896293353,0.4715840098830394,1,-7.8320316872744655,21.66406337454893,19.822946457908603,11.756815774687146,2,4,Shared,urban
THA,s_imp_r,0.7194442155459059,0.6882713506065621,0.4494058156581074,23.079181748158256,9.681998066805717e-4,1,-5.706516278080468,17.413032556160935,18.606718374556046,1.8176902843259592,9,11,Improved,rural
THA,s_imp_u,0.2189647925701212,0.13218310285569024,0.22265844232175372,2.5231681163464303,0.14664767954716948,1,2.0186445950317875,1.962710809936425,3.156396628331537,0.44619103743434757,9,11,Improved,urban
THA,s_od_r,0.7655809003595476,0.7395343337328306,0.3022500004092534,29.39277607415108,0.00042100775109320786,1,-1.343126370744234,8.686252741488468,9.87993855988358,0.8221955647265432,9,11,Open defecation,rural
THA,s_od_u,0.24688748542566843,0.16320831713963158,0.09294820546416427,2.950405584598353,0.11998204319745712,1,11.62820654590687,-17.25641309181374,-16.06272727341863,0.07775432009107648,9,11,Open defecation,urban
THA,s_sep_r,0.47685172381013435,0.2152775857152016,3.3678701631603127,1.823007913867506,0.3094554874520149,1,-9.146581953724626,24.29316390744925,22.452046990808924,22.685098871810943,2,4,Septic,rural
THA,s_sep_u,0.6182328189956057,0.4273492284934085,5.039104170711779,3.2387950025934242,0.21372217442203942,1,-10.758373061213057,27.516746122426113,25.675629205785786,50.78514168656969,2,4,Septic,urban
THA,s_sew_r,0.28866388858585296,-0.06700416712122048,3.3113323325836013,0.8116103877026143,0.4627254997807425,1,-9.07886227488854,24.15772454977708,22.31660763313675,21.929843633627108,2,4,Sewer,rural
THA,s_sew_u,0.5402078583207383,0.31031178748110744,5.561342139419869,2.3497916095206874,0.2650116610988046,1,-11.1528176561553,28.3056353123106,26.46451839567027,61.857052783374336,2,4,Sewer,urban
THA,s_shared_r,0.7992323436341746,0.7490404295427182,0.4795413702995986,15.923527884947108,0.016259107834020663,1,-2.8876852126037487,11.775370425207498,11.150648832891662,0.919839703315267,4,6,Shared,rural
THA,s_shared_u,0.7497076019656707,0.6871345024570883,2.087562362944887,11.981308387366097,0.025784769971262844,1,-11.713218185471085,29.42643637094217,28.801714778626334,17.431666476736165,4,6,Shared,urban
TJK,s_imp_r,0.6442068894615146,0.5849080377051004,2.199662448232678,10.863732945584934,0.01648954617469209,1,-16.507211303596428,39.014422607192856,39.252747232232366,29.03108931698987,6,8,Improved,rural
TJK,s_imp_u,0.12875363395146885,-0.016454093723286434,1.272798806282011,0.8866858259765541,0.38272668252880915,1,-12.130526057216784,30.261052114433568,30.499376739473075,9.720100807637474,6,8,Improved,urban
TJK,s_od_r,0.20950613529788772,0.05140736235746535,0.6673975650173216,1.3251597808215594,0.30172507292175094,1,-5.924331376332854,17.84866275266571,17.68639319983165,2.2270975489552503,5,7,Open defecation,rural
TJK,s_od_u,0.08368172214399705,-0.09958193342720345,0.9415131166496343,0.4566193001180503,0.5291937478062554,1,-8.333047908943263,22.666095817886525,22.503826265052464,4.432234744116539,5,7,Open defecation,urban
