"","iso3","var_short","year","mean_value","var_long","residence"
"1587","CHL","s_sep_r",2009,47.5,"Septic","rural"
"1588","CHL","s_sep_r",2011,59.6483452225991,"Septic","rural"
"1589","CHL","s_sep_r",2013,54.5179125956222,"Septic","rural"
"1590","CHL","s_sep_r",2016,62.68456,"Septic","rural"
"1591","CHL","s_sep_r",2017,55.28858,"Septic","rural"
"1592","CHL","s_sep_u",2000,3.2,"Septic","urban"
"1593","CHL","s_sep_u",2003,3.108860378444,"Septic","urban"
"1594","CHL","s_sep_u",2006,3.5,"Septic","urban"
"1595","CHL","s_sep_u",2009,3.5,"Septic","urban"
"1596","CHL","s_sep_u",2011,1.41618405535962,"Septic","urban"
"1597","CHL","s_sep_u",2013,3.0921863906431,"Septic","urban"
"1598","CHL","s_sep_u",2016,1.93954,"Septic","urban"
"1599","CHL","s_sep_u",2017,1.70572,"Septic","urban"
"1600","CHL","s_sew_r",2000,11.4,"Sewer","rural"
"1601","CHL","s_sew_r",2003,5.62960600008,"Sewer","rural"
"1602","CHL","s_sew_r",2006,20.1,"Sewer","rural"
"1603","CHL","s_sew_r",2009,27.8,"Sewer","rural"
"1604","CHL","s_sew_r",2011,18.8615542046322,"Sewer","rural"
"1605","CHL","s_sew_r",2013,13.7014314928425,"Sewer","rural"
"1606","CHL","s_sew_r",2016,16.66984,"Sewer","rural"
"1607","CHL","s_sew_r",2017,17.00577,"Sewer","rural"
"1608","CHL","s_sew_u",2000,91.7,"Sewer","urban"
"1609","CHL","s_sew_u",2003,91.73533435623,"Sewer","urban"
"1610","CHL","s_sew_u",2006,93.9,"Sewer","urban"
"1611","CHL","s_sew_u",2009,94.7,"Sewer","urban"
"1612","CHL","s_sew_u",2011,97.9056507903909,"Sewer","urban"
"1613","CHL","s_sew_u",2013,95.6204925077538,"Sewer","urban"
"1614","CHL","s_sew_u",2016,97.28119,"Sewer","urban"
"1615","CHL","s_sew_u",2017,97.08879,"Sewer","urban"
"1616","CHN","s_imp_r",2003,45.223782234957,"Improved","rural"
"1617","CHN","s_imp_r",2006,66.5816618911175,"Improved","rural"
"1618","CHN","s_imp_r",2008,61.55,"Improved","rural"
"1619","CHN","s_imp_r",2010,59.9,"Improved","rural"
"1620","CHN","s_imp_r",2013,82.1910286743127,"Improved","rural"
"1621","CHN","s_imp_r",2016,84.4593210767867,"Improved","rural"
"1622","CHN","s_imp_r",2018,84.2146503108401,"Improved","rural"
"1623","CHN","s_imp_r",2019,78.5164380861393,"Improved","rural"
"1624","CHN","s_imp_u",2000,74.5,"Improved","urban"
"1625","CHN","s_imp_u",2003,91.1246753246753,"Improved","urban"
"1626","CHN","s_imp_u",2008,95.85,"Improved","urban"
"1627","CHN","s_imp_u",2010,84.4,"Improved","urban"
"1628","CHN","s_imp_u",2013,94.5693229831195,"Improved","urban"
"1629","CHN","s_imp_u",2016,94.3437267112261,"Improved","urban"
"1630","CHN","s_imp_u",2018,92.0152049729229,"Improved","urban"
"1631","CHN","s_imp_u",2019,96.2163975167098,"Improved","urban"
"1632","CHN","s_od_r",2003,4.3,"Open defecation","rural"
"1633","CHN","s_od_r",2008,2,"Open defecation","rural"
"1634","CHN","s_od_r",2013,0.85,"Open defecation","rural"
"1635","CHN","s_od_r",2016,1.2,"Open defecation","rural"
"1636","CHN","s_od_r",2018,1.6,"Open defecation","rural"
"1637","CHN","s_od_u",2008,0.2,"Open defecation","urban"
"1638","CHN","s_od_u",2013,0.1,"Open defecation","urban"
"1639","CHN","s_od_u",2016,0.1,"Open defecation","urban"
"1640","CHN","s_od_u",2018,0.5,"Open defecation","urban"
"1641","CHN","s_sep_r",2003,8.4,"Septic","rural"
"1642","CHN","s_sep_r",2008,5.5,"Septic","rural"
"1643","CHN","s_sep_r",2013,6.5,"Septic","rural"
"1644","CHN","s_sep_r",2019,18.2,"Septic","rural"
"1645","CHN","s_sep_u",2003,3.4,"Septic","urban"
"1646","CHN","s_sep_u",2008,3.3,"Septic","urban"
"1647","CHN","s_sep_u",2013,3.3,"Septic","urban"
"1648","CHN","s_sep_u",2019,8.9,"Septic","urban"
"1649","CHN","s_sew_r",2003,5.3,"Sewer","rural"
"1650","CHN","s_sew_r",2006,12.8,"Sewer","rural"
"1651","CHN","s_sew_r",2008,11.1,"Sewer","rural"
"1652","CHN","s_sew_r",2013,28.9,"Sewer","rural"
"1653","CHN","s_sew_r",2016,36.2,"Sewer","rural"
"1654","CHN","s_sew_r",2018,42.3,"Sewer","rural"
"1655","CHN","s_sew_r",2019,28.7,"Sewer","rural"
"1656","CHN","s_sew_u",2003,79,"Sewer","urban"
"1657","CHN","s_sew_u",2008,85.9,"Sewer","urban"
"1658","CHN","s_sew_u",2013,79.3,"Sewer","urban"
"1659","CHN","s_sew_u",2018,83.6,"Sewer","urban"
"1660","CHN","s_sew_u",2019,83.7,"Sewer","urban"
"1661","CHN","s_shared_r",2000,3.5,"Shared","rural"
"1662","CHN","s_shared_r",2010,6.2,"Shared","rural"
"1663","CHN","s_shared_r",2019,0,"Shared","rural"
"1664","CHN","s_shared_u",2000,6.5,"Shared","urban"
"1665","CHN","s_shared_u",2010,6.5,"Shared","urban"
"1666","CHN","s_shared_u",2019,0,"Shared","urban"
"1667","CIV","s_imp_r",2000,20.35,"Improved","rural"
"1668","CIV","s_imp_r",2002,17.7508220960236,"Improved","rural"
"1669","CIV","s_imp_r",2005,28.3359693877551,"Improved","rural"
"1670","CIV","s_imp_r",2006,20.7413265306122,"Improved","rural"
"1671","CIV","s_imp_r",2008,22.2755946350171,"Improved","rural"
"1672","CIV","s_imp_r",2012,22.4,"Improved","rural"
"1673","CIV","s_imp_r",2015,37.0909268176822,"Improved","rural"
"1674","CIV","s_imp_r",2016,30.74424,"Improved","rural"
"1675","CIV","s_imp_r",2017,33.4981,"Improved","rural"
"1676","CIV","s_imp_r",2018,32.59331,"Improved","rural"
"1677","CIV","s_imp_u",2000,66.8,"Improved","urban"
"1678","CIV","s_imp_u",2002,70.8179614344519,"Improved","urban"
"1679","CIV","s_imp_u",2005,76.186947368421,"Improved","urban"
"1680","CIV","s_imp_u",2006,69.9757894736842,"Improved","urban"
"1681","CIV","s_imp_u",2008,68.7685983718868,"Improved","urban"
"1682","CIV","s_imp_u",2012,76.2,"Improved","urban"
"1683","CIV","s_imp_u",2015,73.5179172572682,"Improved","urban"
"1684","CIV","s_imp_u",2016,77.05014,"Improved","urban"
"1685","CIV","s_imp_u",2017,74.76188,"Improved","urban"
"1686","CIV","s_imp_u",2018,78.3959,"Improved","urban"
"1687","CIV","s_od_r",2000,52.1,"Open defecation","rural"
"1688","CIV","s_od_r",2002,64.49733568139,"Open defecation","rural"
"1689","CIV","s_od_r",2005,50.3,"Open defecation","rural"
"1690","CIV","s_od_r",2006,55.7,"Open defecation","rural"
"1691","CIV","s_od_r",2008,55.6906450523472,"Open defecation","rural"
"1692","CIV","s_od_r",2012,56.5,"Open defecation","rural"
"1693","CIV","s_od_r",2015,43.31,"Open defecation","rural"
"1694","CIV","s_od_r",2016,38.95294,"Open defecation","rural"
"1695","CIV","s_od_r",2017,43.3287,"Open defecation","rural"
"1696","CIV","s_od_r",2018,44.90355,"Open defecation","rural"
"1697","CIV","s_od_u",2000,4.4,"Open defecation","urban"
"1698","CIV","s_od_u",2002,8.701532370668,"Open defecation","urban"
"1699","CIV","s_od_u",2005,4.6,"Open defecation","urban"
"1700","CIV","s_od_u",2006,5.2,"Open defecation","urban"
"1701","CIV","s_od_u",2008,6.60030627871363,"Open defecation","urban"
"1702","CIV","s_od_u",2012,5.8,"Open defecation","urban"
"1703","CIV","s_od_u",2015,9.99867206683348,"Open defecation","urban"
"1704","CIV","s_od_u",2016,2.59751,"Open defecation","urban"
"1705","CIV","s_od_u",2017,12.46312,"Open defecation","urban"
"1706","CIV","s_od_u",2018,13.05836,"Open defecation","urban"
"1707","CIV","s_sep_r",2006,1.9,"Septic","rural"
"1708","CIV","s_sep_r",2012,2.7,"Septic","rural"
"1709","CIV","s_sep_r",2015,20.12,"Septic","rural"
"1710","CIV","s_sep_r",2016,4.23058,"Septic","rural"
"1711","CIV","s_sep_r",2017,1.77201,"Septic","rural"
"1712","CIV","s_sep_r",2018,2.91012,"Septic","rural"
"1713","CIV","s_sep_u",2006,18.9,"Septic","urban"
"1714","CIV","s_sep_u",2012,23.6,"Septic","urban"
"1715","CIV","s_sep_u",2015,26.9972218660036,"Septic","urban"
"1716","CIV","s_sep_u",2016,26.87411,"Septic","urban"
"1717","CIV","s_sep_u",2017,25.72901,"Septic","urban"
"1718","CIV","s_sep_u",2018,21.58651,"Septic","urban"
"1719","CIV","s_sew_r",2000,0.571180555555556,"Sewer","rural"
"1720","CIV","s_sew_r",2005,0,"Sewer","rural"
"1721","CIV","s_sew_r",2006,0,"Sewer","rural"
"1722","CIV","s_sew_r",2012,0.4,"Sewer","rural"
"1723","CIV","s_sew_r",2015,2.35,"Sewer","rural"
"1724","CIV","s_sew_r",2016,0.75753,"Sewer","rural"
"1725","CIV","s_sew_r",2017,0.35726,"Sewer","rural"
"1726","CIV","s_sew_r",2018,1.59754,"Sewer","rural"
"1727","CIV","s_sew_u",2000,16.7937191043908,"Sewer","urban"
"1728","CIV","s_sew_u",2005,11.3398058252427,"Sewer","urban"
"1729","CIV","s_sew_u",2006,12,"Sewer","urban"
"1730","CIV","s_sew_u",2012,15,"Sewer","urban"
"1731","CIV","s_sew_u",2015,18.6658983821851,"Sewer","urban"
"1732","CIV","s_sew_u",2016,11.03108,"Sewer","urban"
"1733","CIV","s_sew_u",2017,7.27354,"Sewer","urban"
"1734","CIV","s_sew_u",2018,12.79508,"Sewer","urban"
"1735","CIV","s_shared_r",2006,51.3888888888889,"Shared","rural"
"1736","CIV","s_shared_r",2012,63.54795,"Shared","rural"
"1737","CIV","s_shared_r",2016,48.12775,"Shared","rural"
"1738","CIV","s_shared_r",2017,36.03386,"Shared","rural"
"1739","CIV","s_shared_r",2018,43.4983,"Shared","rural"
"1740","CIV","s_shared_u",2006,39.2405063291139,"Shared","urban"
"1741","CIV","s_shared_u",2012,49.47584,"Shared","urban"
"1742","CIV","s_shared_u",2016,37.01543,"Shared","urban"
"1743","CIV","s_shared_u",2017,37.03317,"Shared","urban"
"1744","CMR","s_imp_r",2000,36.925922424972,"Improved","rural"
"1745","CMR","s_imp_r",2001,34.4917698091861,"Improved","rural"
"1746","CMR","s_imp_r",2004,33.1154009520502,"Improved","rural"
"1747","CMR","s_imp_r",2005,33.5124189071689,"Improved","rural"
"1748","CMR","s_imp_r",2006,32.5343217670758,"Improved","rural"
"1749","CMR","s_imp_r",2007,31.7385373491981,"Improved","rural"
"1750","CMR","s_imp_r",2011,33.6218382644275,"Improved","rural"
"1751","CMR","s_imp_r",2014,23.4,"Improved","rural"
"1752","CMR","s_imp_r",2019,31.91779,"Improved","rural"
"1753","CMR","s_imp_u",2000,84.6193570880685,"Improved","urban"
"1754","CMR","s_imp_u",2001,83.9899665511933,"Improved","urban"
"1755","CMR","s_imp_u",2004,82.2564518871066,"Improved","urban"
"1756","CMR","s_imp_u",2005,83.0831529374966,"Improved","urban"
"1757","CMR","s_imp_u",2006,84.3069834520384,"Improved","urban"
"1758","CMR","s_imp_u",2007,83.6136834018443,"Improved","urban"
"1759","CMR","s_imp_u",2011,83.4485749141331,"Improved","urban"
"1760","CMR","s_imp_u",2014,83.6,"Improved","urban"
"1761","CMR","s_imp_u",2019,83.35896,"Improved","urban"
"1762","CMR","s_od_r",2001,10.3,"Open defecation","rural"
"1763","CMR","s_od_r",2004,13,"Open defecation","rural"
"1764","CMR","s_od_r",2005,14.711465618999,"Open defecation","rural"
"1765","CMR","s_od_r",2006,13.79091,"Open defecation","rural"
"1766","CMR","s_od_r",2007,16.6724080286478,"Open defecation","rural"
"1767","CMR","s_od_r",2011,12.0869141769421,"Open defecation","rural"
"1768","CMR","s_od_r",2014,13,"Open defecation","rural"
"1769","CMR","s_od_r",2019,10.44021,"Open defecation","rural"
"1770","CMR","s_od_u",2001,0.4,"Open defecation","urban"
"1771","CMR","s_od_u",2004,1.7,"Open defecation","urban"
"1772","CMR","s_od_u",2005,1.33467101296832,"Open defecation","urban"
"1773","CMR","s_od_u",2006,0.99533,"Open defecation","urban"
"1774","CMR","s_od_u",2007,0.600938244203674,"Open defecation","urban"
"1775","CMR","s_od_u",2011,1.5201058680442,"Open defecation","urban"
"1776","CMR","s_od_u",2014,1,"Open defecation","urban"
"1777","CMR","s_od_u",2019,0.46905,"Open defecation","urban"
"1778","CMR","s_sep_r",2006,0.51678,"Septic","rural"
"1779","CMR","s_sep_r",2011,0.739797807217419,"Septic","rural"
"1780","CMR","s_sep_r",2014,0.8,"Septic","rural"
"1781","CMR","s_sep_r",2019,1.06066,"Septic","rural"
"1782","CMR","s_sep_u",2006,16.68007,"Septic","urban"
"1783","CMR","s_sep_u",2011,17.4932999096867,"Septic","urban"
"1784","CMR","s_sep_u",2014,22.4,"Septic","urban"
"1785","CMR","s_sep_u",2019,20.19841,"Septic","urban"
"1786","CMR","s_sew_r",2000,0.00308254590836156,"Sewer","rural"
"1787","CMR","s_sew_r",2004,0.00352290960955607,"Sewer","rural"
"1788","CMR","s_sew_r",2005,0.016222899912423,"Sewer","rural"
"1789","CMR","s_sew_r",2006,0.00247,"Sewer","rural"
"1790","CMR","s_sew_r",2007,0.00347013889691253,"Sewer","rural"
"1791","CMR","s_sew_r",2011,0.082025461076933,"Sewer","rural"
"1792","CMR","s_sew_r",2014,0,"Sewer","rural"
"1793","CMR","s_sew_r",2019,0.07656,"Sewer","rural"
"1794","CMR","s_sew_u",2000,1.64410527705527,"Sewer","urban"
"1795","CMR","s_sew_u",2004,1.26676963969832,"Sewer","urban"
"1796","CMR","s_sew_u",2005,2.00767458368087,"Sewer","urban"
"1797","CMR","s_sew_u",2006,1.84413,"Sewer","urban"
"1798","CMR","s_sew_u",2007,1.52247798662107,"Sewer","urban"
"1799","CMR","s_sew_u",2011,1.50606036655128,"Sewer","urban"
"1800","CMR","s_sew_u",2014,0.3,"Sewer","urban"
"1801","CMR","s_sew_u",2019,2.88618,"Sewer","urban"
"1802","CMR","s_shared_r",2004,27.2365805168986,"Shared","rural"
"1803","CMR","s_shared_r",2006,28.71885,"Shared","rural"
"1804","CMR","s_shared_r",2011,22.25,"Shared","rural"
"1805","CMR","s_shared_r",2014,34.0425531914894,"Shared","rural"
"1806","CMR","s_shared_r",2019,12.61321,"Shared","rural"
"1807","CMR","s_shared_u",2004,34.0174866627149,"Shared","urban"
"1808","CMR","s_shared_u",2006,32.9011,"Shared","urban"
"1809","CMR","s_shared_u",2011,33.3,"Shared","urban"
"1810","CMR","s_shared_u",2014,32.9355608591885,"Shared","urban"
"1811","CMR","s_shared_u",2019,24.74422,"Shared","urban"
"1812","COD","s_imp_r",2001,39.4,"Improved","rural"
"1813","COD","s_imp_r",2007,30,"Improved","rural"
"1814","COD","s_imp_r",2010,29.178240850059,"Improved","rural"
"1815","COD","s_imp_r",2012,33.5895966053235,"Improved","rural"
"1816","COD","s_imp_r",2014,33.1874924118808,"Improved","rural"
"1817","COD","s_imp_r",2018,16.2861,"Improved","rural"
"1818","COD","s_imp_u",2001,60.7,"Improved","urban"
"1819","COD","s_imp_u",2007,53.8,"Improved","urban"
"1820","COD","s_imp_u",2010,50.0900527704485,"Improved","urban"
"1821","COD","s_imp_u",2012,60.6135469001648,"Improved","urban"
"1822","COD","s_imp_u",2014,56.3739216279174,"Improved","urban"
"1823","COD","s_imp_u",2018,53.55498,"Improved","urban"
"1824","COD","s_od_r",2001,15.2,"Open defecation","rural"
"1825","COD","s_od_r",2005,14.9322181437942,"Open defecation","rural"
"1826","COD","s_od_r",2007,14.8,"Open defecation","rural"
"1827","COD","s_od_r",2010,19.5,"Open defecation","rural"
"1828","COD","s_od_r",2012,17.00104,"Open defecation","rural"
"1829","COD","s_od_r",2014,17.7214999547001,"Open defecation","rural"
"1830","COD","s_od_r",2018,17.70988,"Open defecation","rural"
"1831","COD","s_od_u",2001,3.2,"Open defecation","urban"
"1832","COD","s_od_u",2005,2.01181689662421,"Open defecation","urban"
"1833","COD","s_od_u",2007,3.3,"Open defecation","urban"
"1834","COD","s_od_u",2010,3.1,"Open defecation","urban"
"1835","COD","s_od_u",2012,3.20233,"Open defecation","urban"
"1836","COD","s_od_u",2014,3.91672391673896,"Open defecation","urban"
"1837","COD","s_od_u",2018,3.76008,"Open defecation","urban"
"1838","COD","s_sep_r",2010,0.3,"Septic","rural"
"1839","COD","s_sep_r",2014,0.156849391527499,"Septic","rural"
"1840","COD","s_sep_r",2018,0.12825,"Septic","rural"
"1841","COD","s_sep_u",2010,11.6,"Septic","urban"
"1842","COD","s_sep_u",2014,12.6207944973159,"Septic","urban"
"1843","COD","s_sep_u",2018,18.97789,"Septic","urban"
"1844","COD","s_sew_r",2001,0.1,"Sewer","rural"
"1845","COD","s_sew_r",2010,0.31,"Sewer","rural"
"1846","COD","s_sew_r",2014,0,"Sewer","rural"
"1847","COD","s_sew_r",2018,0.12176,"Sewer","rural"
"1848","COD","s_sew_u",2001,4.1,"Sewer","urban"
"1849","COD","s_sew_u",2010,0.87,"Sewer","urban"
"1850","COD","s_sew_u",2014,0.830663253481652,"Sewer","urban"
"1851","COD","s_sew_u",2018,2.00837,"Sewer","urban"
"1852","COD","s_shared_r",2007,49.3920020057666,"Shared","rural"
"1853","COD","s_shared_r",2010,32.4324324324324,"Shared","rural"
"1854","COD","s_shared_r",2014,44.3413764609861,"Shared","rural"
"1855","COD","s_shared_r",2018,47.3,"Shared","rural"
"1856","COD","s_shared_u",2007,58.3356630323362,"Shared","urban"
"1857","COD","s_shared_u",2010,61.1731843575419,"Shared","urban"
"1858","COD","s_shared_u",2014,56.7947119116299,"Shared","urban"
"1859","COD","s_shared_u",2018,63.05497,"Shared","urban"
"1860","COG","s_imp_r",2003,14.9343905635649,"Improved","rural"
"1861","COG","s_imp_r",2005,13.4853866317169,"Improved","rural"
"1862","COG","s_imp_r",2009,16.6923984272608,"Improved","rural"
"1863","COG","s_imp_r",2012,13.2,"Improved","rural"
"1864","COG","s_imp_r",2015,15.42282,"Improved","rural"
"1865","COG","s_imp_u",2003,56.354595959596,"Improved","urban"
"1866","COG","s_imp_u",2005,56.182702020202,"Improved","urban"
"1867","COG","s_imp_u",2009,62.2133838383838,"Improved","urban"
"1868","COG","s_imp_u",2012,59.3,"Improved","urban"
"1869","COG","s_imp_u",2015,76.15719,"Improved","urban"
"1870","COG","s_od_r",2003,19.08,"Open defecation","rural"
"1871","COG","s_od_r",2005,16.9,"Open defecation","rural"
"1872","COG","s_od_r",2009,17.9,"Open defecation","rural"
"1873","COG","s_od_r",2012,20.5,"Open defecation","rural"
"1874","COG","s_od_r",2015,23.42809,"Open defecation","rural"
"1875","COG","s_od_u",2003,2.29,"Open defecation","urban"
"1876","COG","s_od_u",2005,2.55,"Open defecation","urban"
"1877","COG","s_od_u",2009,3,"Open defecation","urban"
"1878","COG","s_od_u",2012,1.3,"Open defecation","urban"
"1879","COG","s_od_u",2015,1.747,"Open defecation","urban"
"1880","COG","s_sep_r",2003,0,"Septic","rural"
"1881","COG","s_sep_r",2012,0.4,"Septic","rural"
"1882","COG","s_sep_r",2015,0.45096,"Septic","rural"
"1883","COG","s_sep_u",2003,6.19,"Septic","urban"
"1884","COG","s_sep_u",2012,10,"Septic","urban"
"1885","COG","s_sep_u",2015,23.69055,"Septic","urban"
"1886","COG","s_sew_r",2003,0.08,"Sewer","rural"
"1887","COG","s_sew_r",2005,0.3,"Sewer","rural"
"1888","COG","s_sew_r",2012,0.3,"Sewer","rural"
"1889","COG","s_sew_u",2003,6.82,"Sewer","urban"
"1890","COG","s_sew_u",2005,9.1,"Sewer","urban"
"1891","COG","s_sew_u",2012,2.5,"Sewer","urban"
"1892","COG","s_shared_r",2005,48.5048191778565,"Shared","rural"
"1893","COG","s_shared_r",2009,76.4705882352941,"Shared","rural"
"1894","COG","s_shared_r",2012,58.3333333333333,"Shared","rural"
"1895","COG","s_shared_r",2015,51.95943,"Shared","rural"
"1896","COG","s_shared_u",2005,63.4451652138658,"Shared","urban"
"1897","COG","s_shared_u",2009,70.1107011070111,"Shared","urban"
"1898","COG","s_shared_u",2012,69.64586846543,"Shared","urban"
"1899","COG","s_shared_u",2015,58.65885,"Shared","urban"
"1900","COL","s_imp_r",2000,53.4,"Improved","rural"
"1901","COL","s_imp_r",2003,69.35,"Improved","rural"
"1902","COL","s_imp_r",2005,67.4394387362494,"Improved","rural"
"1903","COL","s_imp_r",2008,78.61725,"Improved","rural"
"1904","COL","s_imp_r",2009,77.699,"Improved","rural"
"1905","COL","s_imp_r",2010,80.5356444240692,"Improved","rural"
"1906","COL","s_imp_r",2011,79.7645,"Improved","rural"
"1907","COL","s_imp_r",2012,78.4175166666667,"Improved","rural"
"1908","COL","s_imp_r",2013,82.18775,"Improved","rural"
"1909","COL","s_imp_r",2014,82.3776375,"Improved","rural"
"1910","COL","s_imp_r",2015,81.3605183333333,"Improved","rural"
"1911","COL","s_imp_r",2016,86.2979,"Improved","rural"
"1912","COL","s_imp_r",2017,86.054835,"Improved","rural"
"1913","COL","s_imp_r",2018,79.9967906118244,"Improved","rural"
"1914","COL","s_imp_r",2019,82.609515,"Improved","rural"
"1915","COL","s_imp_u",2000,96.1,"Improved","urban"
"1916","COL","s_imp_u",2003,97.6,"Improved","urban"
"1917","COL","s_imp_u",2005,95.7151576752365,"Improved","urban"
"1918","COL","s_imp_u",2008,97.4625,"Improved","urban"
"1919","COL","s_imp_u",2009,98.007,"Improved","urban"
"1920","COL","s_imp_u",2010,98.0182275751126,"Improved","urban"
"1921","COL","s_imp_u",2011,98.15125,"Improved","urban"
"1922","COL","s_imp_u",2012,98.3576483333333,"Improved","urban"
"1923","COL","s_imp_u",2013,98.60925,"Improved","urban"
"1924","COL","s_imp_u",2014,98.3872175,"Improved","urban"
"1925","COL","s_imp_u",2015,98.6554566666667,"Improved","urban"
"1926","COL","s_imp_u",2016,99.1114925,"Improved","urban"
"1927","COL","s_imp_u",2017,98.940215,"Improved","urban"
"1928","COL","s_imp_u",2018,97.8245377401886,"Improved","urban"
"1929","COL","s_imp_u",2019,98.6179525,"Improved","urban"
"1930","COL","s_od_r",2000,28.7,"Open defecation","rural"
"1931","COL","s_od_r",2003,27.4,"Open defecation","rural"
"1932","COL","s_od_r",2005,26.4917319211684,"Open defecation","rural"
"1933","COL","s_od_r",2008,18.505,"Open defecation","rural"
"1934","COL","s_od_r",2009,20.26,"Open defecation","rural"
"1935","COL","s_od_r",2010,17.1543306661995,"Open defecation","rural"
"1936","COL","s_od_r",2011,17.5495,"Open defecation","rural"
"1937","COL","s_od_r",2012,18.2542033333333,"Open defecation","rural"
"1938","COL","s_od_r",2013,15.721,"Open defecation","rural"
"1939","COL","s_od_r",2014,15.03328,"Open defecation","rural"
"1940","COL","s_od_r",2015,16.5441,"Open defecation","rural"
"1941","COL","s_od_r",2016,12.447185,"Open defecation","rural"
"1942","COL","s_od_r",2017,12.30521,"Open defecation","rural"
"1943","COL","s_od_r",2018,15.178240845364,"Open defecation","rural"
"1944","COL","s_od_r",2019,14.1432,"Open defecation","rural"
"1945","COL","s_od_u",2000,1.4,"Open defecation","urban"
"1946","COL","s_od_u",2003,1.4,"Open defecation","urban"
"1947","COL","s_od_u",2005,1.80389948520655,"Open defecation","urban"
"1948","COL","s_od_u",2008,1.585,"Open defecation","urban"
"1949","COL","s_od_u",2009,1.491,"Open defecation","urban"
"1950","COL","s_od_u",2010,1.44211974816579,"Open defecation","urban"
"1951","COL","s_od_u",2011,1.444,"Open defecation","urban"
"1952","COL","s_od_u",2012,1.20737,"Open defecation","urban"
"1953","COL","s_od_u",2013,1.0235,"Open defecation","urban"
"1954","COL","s_od_u",2014,1.0089,"Open defecation","urban"
"1955","COL","s_od_u",2015,0.766953333333333,"Open defecation","urban"
"1956","COL","s_od_u",2016,0.68617,"Open defecation","urban"
"1957","COL","s_od_u",2017,0.67091,"Open defecation","urban"
"1958","COL","s_od_u",2018,0.800765244701312,"Open defecation","urban"
"1959","COL","s_od_u",2019,0.622845,"Open defecation","urban"
"1960","COL","s_sep_r",2000,32.6,"Septic","rural"
"1961","COL","s_sep_r",2003,37.3,"Septic","rural"
"1962","COL","s_sep_r",2005,40.4390197834482,"Septic","rural"
"1963","COL","s_sep_r",2008,51.1125,"Septic","rural"
"1964","COL","s_sep_r",2009,50.572,"Septic","rural"
"1965","COL","s_sep_r",2010,52.1835347575175,"Septic","rural"
"1966","COL","s_sep_r",2011,55.56,"Septic","rural"
"1967","COL","s_sep_r",2012,53.3752966666667,"Septic","rural"
"1968","COL","s_sep_r",2013,55.2815,"Septic","rural"
"1969","COL","s_sep_r",2014,57.62646,"Septic","rural"
"1970","COL","s_sep_r",2015,57.4259566666667,"Septic","rural"
"1971","COL","s_sep_r",2016,59.995785,"Septic","rural"
"1972","COL","s_sep_r",2017,58.509715,"Septic","rural"
"1973","COL","s_sep_r",2018,57.3936202149692,"Septic","rural"
"1974","COL","s_sep_r",2019,60.770205,"Septic","rural"
"1975","COL","s_sep_u",2000,4.2,"Septic","urban"
"1976","COL","s_sep_u",2003,5.1,"Septic","urban"
"1977","COL","s_sep_u",2005,5.8309033078438,"Septic","urban"
"1978","COL","s_sep_u",2008,5.197,"Septic","urban"
"1979","COL","s_sep_u",2009,5.475,"Septic","urban"
"1980","COL","s_sep_u",2010,5.24790371458775,"Septic","urban"
"1981","COL","s_sep_u",2011,6.199,"Septic","urban"
"1982","COL","s_sep_u",2012,5.34651666666667,"Septic","urban"
"1983","COL","s_sep_u",2013,5.261,"Septic","urban"
"1984","COL","s_sep_u",2014,5.01957,"Septic","urban"
"1985","COL","s_sep_u",2015,4.91499,"Septic","urban"
"1986","COL","s_sep_u",2016,4.64522,"Septic","urban"
"1987","COL","s_sep_u",2017,5.11573,"Septic","urban"
"1988","COL","s_sep_u",2018,5.28553720986644,"Septic","urban"
"1989","COL","s_sep_u",2019,5.084105,"Septic","urban"
"1990","COL","s_sew_r",2000,14.3,"Sewer","rural"
"1991","COL","s_sew_r",2003,15.6,"Sewer","rural"
"1992","COL","s_sew_r",2005,20.0661644664295,"Sewer","rural"
"1993","COL","s_sew_r",2008,14.184,"Sewer","rural"
"1994","COL","s_sew_r",2009,12.448,"Sewer","rural"
"1995","COL","s_sew_r",2010,15.7248491420543,"Sewer","rural"
"1996","COL","s_sew_r",2011,11.7305,"Sewer","rural"
"1997","COL","s_sew_r",2012,12.96592,"Sewer","rural"
"1998","COL","s_sew_r",2013,13.72,"Sewer","rural"
"1999","COL","s_sew_r",2014,13.368345,"Sewer","rural"
"2000","COL","s_sew_r",2015,14.30412,"Sewer","rural"
"2001","COL","s_sew_r",2016,14.56837,"Sewer","rural"
"2002","COL","s_sew_r",2017,17.4294,"Sewer","rural"
"2003","COL","s_sew_r",2018,13.4060149055134,"Sewer","rural"
"2004","COL","s_sew_r",2019,12.962365,"Sewer","rural"
"2005","COL","s_sew_u",2000,90.7,"Sewer","urban"
"2006","COL","s_sew_u",2003,89.7,"Sewer","urban"
"2007","COL","s_sew_u",2005,89.0223159332796,"Sewer","urban"
"2008","COL","s_sew_u",2008,90.69,"Sewer","urban"
"2009","COL","s_sew_u",2009,90.768,"Sewer","urban"
"2010","COL","s_sew_u",2010,91.0419946761799,"Sewer","urban"
"2011","COL","s_sew_u",2011,89.7815,"Sewer","urban"
"2012","COL","s_sew_u",2012,91.7873266666667,"Sewer","urban"
"2013","COL","s_sew_u",2013,92.0075,"Sewer","urban"
"2014","COL","s_sew_u",2014,92.251295,"Sewer","urban"
"2015","COL","s_sew_u",2015,92.6467566666667,"Sewer","urban"
